Brand_Key,Sector,Ads
fleet national bank,Banking & finance,1
fleet news,Other / unclassified,1
conty durham,Other / unclassified,1
fisipe,Other / unclassified,1
fisipe a new concept in textiles,Other / unclassified,1
fisons control,Other / unclassified,1
fisons field,Other / unclassified,1
royal sunalliance,Other / unclassified,1
royal thai government,"Government, trade & development",1
royal trust mortgage,Banking & finance,1
royal trust of canada c i,Banking & finance,1
royal trustco,Other / unclassified,1
royal volker stevin,Other / unclassified,1
royall lyme,Other / unclassified,1
royal house of chakri,Other / unclassified,1
royal institue of international affairs,Other / unclassified,1
royal life,Other / unclassified,1
royal mail air parcels,Air travel & hotels,1
royal mail lines,Autos & transport,1
royal mail response services,Other / unclassified,1
royal mg,Other / unclassified,1
royal mint,Other / unclassified,1
royal opera covent garden house,Other / unclassified,1
royal over seas league,Other / unclassified,1
royal society of chemistry,Other / unclassified,1
royal sonesta hotel,Air travel & hotels,1
fisons rising sales productivity,Other / unclassified,1
fisons scientific,Other / unclassified,1
fist city bancorporation,Other / unclassified,1
fit dunlop,Other / unclassified,1
fit masco belts for safety s sake,Other / unclassified,1
fitness sandale,Other / unclassified,1
fitzwilton,Other / unclassified,1
first initiative,Other / unclassified,1
first minneapolis,Other / unclassified,1
first mortgage investors,Banking & finance,1
first move,Other / unclassified,1
first national holding,Other / unclassified,1
first reuter fellowships,Other / unclassified,1
first since 1784,Other / unclassified,1
first software,Technology & electronics,1
first truly european newspaper,Media & publishing (incl. The Economist),1
fishernes bank uplandsbanken jyske bank wermlandsbanken,Banking & finance,1
first county in wales,Other / unclassified,1
first essex bancorp,Banking & finance,1
coop 85,Other / unclassified,1
cooper,Other / unclassified,1
coopexim,Other / unclassified,1
coordinator s office,Other / unclassified,1
australia puts progress to paper,"Energy, industry & materials",1
australia s leading state,Other / unclassified,1
australia uk,Other / unclassified,1
royaume du maroc,Other / unclassified,1
roynat,Other / unclassified,1
rpg s giant,Other / unclassified,1
russell bromkey,Other / unclassified,1
rrc business training,Other / unclassified,1
rs,Other / unclassified,1
rsa,Other / unclassified,1
rsm erasmus university,"Education, jobs & conferences",1
rst,Other / unclassified,1
rtb rtb,Other / unclassified,1
rubber joe s last job,"Energy, industry & materials",1
rubbers,Other / unclassified,1
rubery owen ro,Other / unclassified,1
austin reed s,Other / unclassified,1
austin reed style,Other / unclassified,1
austin rover driving is believing,Autos & transport,1
australia china,Other / unclassified,1
australia in metropolis,Other / unclassified,1
first rhodesian permanent building society,Other / unclassified,1
rust engineering,"Energy, industry & materials",1
rustenburg,Other / unclassified,1
rustenburg platinum holdings,Other / unclassified,1
ruston bucyrus,Other / unclassified,1
august books,Media & publishing (incl. The Economist),1
augusta,Other / unclassified,1
ruirirougks,Other / unclassified,1
rumania bulgaria albania,Other / unclassified,1
rumasa,Other / unclassified,1
rumianca s p a,Other / unclassified,1
runcorn development,"Government, trade & development",1
runners up of economist s competitions,Media & publishing (incl. The Economist),1
rural development in,"Government, trade & development",1
rural market,Other / unclassified,1
rusconi communications group,Technology & electronics,1
russel bromley,Other / unclassified,1
russia,Other / unclassified,1
russian republic technologies,Technology & electronics,1
russian savings bank sherbank,Banking & finance,1
copec,Other / unclassified,1
copeland griggs productions,Other / unclassified,1
copenhagen,Other / unclassified,1
copenhagen county authority,"Government, trade & development",1
copenhagen telephone,Technology & electronics,1
coppee rust,Other / unclassified,1
first in filing,Other / unclassified,1
first in filing shannon,Other / unclassified,1
first boston credit suisse first boston,Banking & finance,1
first boston dillon read,Other / unclassified,1
first brands,Other / unclassified,1
first canadian investments,Banking & finance,1
russo british chamber of commerce,"Government, trade & development",1
austin montego,Other / unclassified,1
first city trust,Banking & finance,1
first class cunard is first class plus,Other / unclassified,1
first class pullman,Other / unclassified,1
first commerce securities,Banking & finance,1
first consulting group,Other / unclassified,1
copywriter wanted,Other / unclassified,1
corcovado investments,Banking & finance,1
cordon bleu,Other / unclassified,1
austin montego from austin rover,Autos & transport,1
ruston gas turbines rgt,"Energy, industry & materials",1
ruthless,Other / unclassified,1
ruwi hotel,Air travel & hotels,1
rvb international,Other / unclassified,1
rwanda energy sector rehabilitation project,"Energy, industry & materials",1
russell taylor hambros bank,Banking & finance,1
s h s standardised,Other / unclassified,1
s i e factory,Other / unclassified,1
s japhet merchant bankers,Other / unclassified,1
s k advertising consultants,Other / unclassified,1
rwia,Other / unclassified,1
rwia international,Other / unclassified,1
ryde browne,Other / unclassified,1
rylands,Other / unclassified,1
rzb austria raiffeisen zentralbank osterreich,Other / unclassified,1
s 91 british iron steel federation,"Energy, industry & materials",1
s a cros,Other / unclassified,1
s a echevarria,Other / unclassified,1
s a q,Other / unclassified,1
aura,Other / unclassified,1
aussat pty,Other / unclassified,1
austin knight,Other / unclassified,1
s f 0 hallgarten,Other / unclassified,1
s for shannon,Other / unclassified,1
s g i international,Other / unclassified,1
cordon noir napol on by martell,Other / unclassified,1
firelli general,Other / unclassified,1
firemakers,Other / unclassified,1
firesend com,Other / unclassified,1
first again,Other / unclassified,1
finnrir,Other / unclassified,1
finsider group italy,Other / unclassified,1
fira de barcelona,Other / unclassified,1
fire accident,Other / unclassified,1
s g waiburg soditic,Other / unclassified,1
s g warburg capital b v,Banking & finance,1
s g warburg securities,Banking & finance,1
s gimo,Other / unclassified,1
saab go swift go safe go saab,Autos & transport,1
saab iberia,Air travel & hotels,1
saabs scania,Other / unclassified,1
sabb,Other / unclassified,1
s l,Other / unclassified,1
attwood statistics,Other / unclassified,1
atwood oceanics,Other / unclassified,1
auburn industrial development authority,"Energy, industry & materials",1
auc,Other / unclassified,1
auction,Other / unclassified,1
audencia,Other / unclassified,1
audi 200 turbo,Autos & transport,1
s n seidman,Other / unclassified,1
s o paulo,Other / unclassified,1
s pellegrino,Other / unclassified,1
s e banken,Other / unclassified,1
s r dupont,Other / unclassified,1
s zer international trading,Other / unclassified,1
fire accident marine,Other / unclassified,1
fire fiend,Other / unclassified,1
fire fiend v nu swift,Other / unclassified,1
firecracker,Other / unclassified,1
copper shows its new ideas,Other / unclassified,1
finduter mackie todd,Other / unclassified,1
fine dry,Other / unclassified,1
fine dry sherry,Other / unclassified,1
fine print,Other / unclassified,1
fine report from charrington united,Other / unclassified,1
finecrafted homes,Other / unclassified,1
saab apc turbo,Autos & transport,1
saab biopower,Autos & transport,1
saab gli,Autos & transport,1
atlas preservative,Other / unclassified,1
atlas thorn lighting,Other / unclassified,1
atlas trading,Other / unclassified,1
sabb 900,Other / unclassified,1
sabena belgian airlines,Air travel & hotels,1
sabena k l m reservations,Air travel & hotels,1
sabena s,Air travel & hotels,1
sabene,Other / unclassified,1
sabesp,Other / unclassified,1
sabic for long term,Other / unclassified,1
sabour leffe,Other / unclassified,1
sabre,Other / unclassified,1
saci,Other / unclassified,1
sadeer centre for jewels painting,Luxury & consumer goods,1
safe steam modern way,Other / unclassified,1
safecs,Other / unclassified,1
sagam management,Other / unclassified,1
finest jamaica cigars,Luxury & consumer goods,1
finest service for all classes of insurance,Banking & finance,1
finland,Other / unclassified,1
finmeccanica group member companies,Other / unclassified,1
finnigans,Other / unclassified,1
finnigans of bond street,Other / unclassified,1
financiere csfb,Other / unclassified,1
finanziaria ernesto breda s p a,Other / unclassified,1
finanzwoche,Other / unclassified,1
finca,Other / unclassified,1
fincantieri,Other / unclassified,1
saif,Other / unclassified,1
saimwa bank,Banking & finance,1
saint charles city,Other / unclassified,1
saint freres,Other / unclassified,1
salliemae,Other / unclassified,1
sallmanns,Other / unclassified,1
salomon,Other / unclassified,1
atlantico,Other / unclassified,1
atomic energy authority,"Energy, industry & materials",1
atoms at sea,Other / unclassified,1
attack on inflation a guide to government s programme,"Government, trade & development",1
attenda,Other / unclassified,1
attention importers,Other / unclassified,1
saladin,Other / unclassified,1
salam hospital s a e,Other / unclassified,1
salaries are you better off,Other / unclassified,1
salary administration,Other / unclassified,1
safeway food stores,Other / unclassified,1
safran,Other / unclassified,1
saga petrokjemi,Other / unclassified,1
salone del mobile italiano,Other / unclassified,1
salvador,Other / unclassified,1
salvesen offshore holdings,Other / unclassified,1
salzburg,Other / unclassified,1
salzburg seminar 1986 programme,"Education, jobs & conferences",1
samho,Other / unclassified,1
sales,Other / unclassified,1
sales 6 month moving average,Other / unclassified,1
sales administration,Other / unclassified,1
sales of welded drawn welded stainless tubes reach new heights,Other / unclassified,1
sales organisation in benelux,Other / unclassified,1
salesforce chatter,Other / unclassified,1
salesforce com,Other / unclassified,1
salesman in action,Other / unclassified,1
salhia commercial center meridien koweit hotel,Air travel & hotels,1
salik bank in basel,Banking & finance,1
sampson tyrell,Other / unclassified,1
sampson tyrrell visual management,Other / unclassified,1
samson clark advertising,Other / unclassified,1
samson clark tourist information bureau rapidism institute,Air travel & hotels,1
samsonite strength you need to travel,Air travel & hotels,1
samuel holden of barrowford,Other / unclassified,1
samuel montague,Other / unclassified,1
samuel williams sons,Other / unclassified,1
samwhan samwhan eng,Other / unclassified,1
atlas,Other / unclassified,1
atlas computing service,Other / unclassified,1
atlas copco puts compressed air to work for world,Air travel & hotels,1
atlas guide,Other / unclassified,1
atlas hi spot range,Other / unclassified,1
atlas popular packs up there,Other / unclassified,1
salomon s pilot system,Other / unclassified,1
cork harbour commissioners,Other / unclassified,1
corn products,Other / unclassified,1
cornish leisure world,Other / unclassified,1
cornwall education committee,"Education, jobs & conferences",1
atlanta on delta,Other / unclassified,1
atlanta world s next great city,Other / unclassified,1
atlantic assets trust,Banking & finance,1
atlantic europort sines complex,Other / unclassified,1
atlantic pacific design group,Other / unclassified,1
san francisco,Other / unclassified,1
san francisco fund,Banking & finance,1
san miguel,Other / unclassified,1
san paolo imi group,Other / unclassified,1
samhwa,Other / unclassified,1
samir,Other / unclassified,1
sampan at southwark,Other / unclassified,1
santiago pilgrim trail,Other / unclassified,1
santos watches,Luxury & consumer goods,1
at t philips,Technology & electronics,1
at t philips telecommunications,Technology & electronics,1
atkinson,Other / unclassified,1
atlanta a city without limits,Other / unclassified,1
fincasol,Other / unclassified,1
find,Other / unclassified,1
find a fortune everywhere you sell,Other / unclassified,1
find out more about go ahead industrial malta,"Energy, industry & materials",1
find out why on stand 59,Other / unclassified,1
finders,Other / unclassified,1
finders telephone secretarial service,Technology & electronics,1
finding common ground,Other / unclassified,1
corfo,Other / unclassified,1
corgi,Other / unclassified,1
financial handiwork,Banking & finance,1
financial journalist,Banking & finance,1
athens 2004,Other / unclassified,1
athens 2006 international financial adviser,Banking & finance,1
athens chamber of commerce industry,"Government, trade & development",1
sanwa international,Banking & finance,1
sanyo kokusaku pulp,Other / unclassified,1
sapin,Other / unclassified,1
sapphire,Other / unclassified,1
sanderson townend,Other / unclassified,1
sands wharf,Other / unclassified,1
sankey sheldon of course,"Education, jobs & conferences",1
sant andrea novara officine meccaniche e fondere,Other / unclassified,1
santa fe group,Other / unclassified,1
santa fe international finance,Banking & finance,1
santa fe natural resources,Other / unclassified,1
sasib,Other / unclassified,1
saskatchewan,Other / unclassified,1
at v,Other / unclassified,1
atallah house riyadh ho,Other / unclassified,1
ate,Other / unclassified,1
ateliers de constructions electriques de charleroi belgium,Other / unclassified,1
corona,Other / unclassified,1
coronation tea party,Other / unclassified,1
coronet books hodder stoughton,Media & publishing (incl. The Economist),1
financial trading seminars,Banking & finance,1
financial training publications,Banking & finance,1
financial trust group,Banking & finance,1
financial year book of europe,Banking & finance,1
financial advisers,Banking & finance,1
financial director designate,Banking & finance,1
financial executives institute,Banking & finance,1
finacorp,Other / unclassified,1
at last,Other / unclassified,1
at no extra cost,Other / unclassified,1
at sign of black horse,Other / unclassified,1
at t global information solutions,Other / unclassified,1
sattama bank,Banking & finance,1
saudi arabia jordan,Other / unclassified,1
sarakreek holding n v,Other / unclassified,1
saras raffinerie sarde,Other / unclassified,1
sarasin,Other / unclassified,1
sardinia,Other / unclassified,1
sardinia a focal point of international sea traffic,Other / unclassified,1
sarkis izmirlian,Other / unclassified,1
sarvey s fino san ratricio,Other / unclassified,1
sas scandinvian airlines,Air travel & hotels,1
sas trans asian express,Other / unclassified,1
asw holdings,Other / unclassified,1
asx,Other / unclassified,1
at home to mr robertson,Other / unclassified,1
at iu energy is spelled lng,"Energy, industry & materials",1
financial mail south africa s leading business journal,Banking & finance,1
financial modelling with computers,Banking & finance,1
financial post,Banking & finance,1
financial quantitative statistical accounting,Banking & finance,1
financial seminars for international executives,Banking & finance,1
financial services,Banking & finance,1
financial spotlight,Banking & finance,1
filter kings,Other / unclassified,1
fimbra,Other / unclassified,1
fimisco,Other / unclassified,1
fin,Other / unclassified,1
fina,Other / unclassified,1
save prosper financial trusts,Banking & finance,1
save prosper group,Other / unclassified,1
save prosper group of unit trusts,Other / unclassified,1
save time save money,Other / unclassified,1
save whales,Other / unclassified,1
saudi arabia middle east,Other / unclassified,1
saudi arabia national guard,Other / unclassified,1
saudi arabian bechtel,Other / unclassified,1
saudi arabian markets,Other / unclassified,1
saudi catering contracting,Other / unclassified,1
saudi lines,Autos & transport,1
saudi ministry of information,"Government, trade & development",1
saudi oger general contractor,Other / unclassified,1
saudi railways organization,Autos & transport,1
saudi research development,"Government, trade & development",1
saudia key to heart of middle east,Other / unclassified,1
savant research studies,Other / unclassified,1
finafrica foundation,Other / unclassified,1
finance 89,Banking & finance,1
finance efficiency consultants,Banking & finance,1
finance for industry,Banking & finance,1
finance for private,Banking & finance,1
finance magazine,Banking & finance,1
financeconomservice,Other / unclassified,1
fides corretagens de seguros,Other / unclassified,1
fido,Other / unclassified,1
fiduciaire cfa treuhand,Other / unclassified,1
fife,Other / unclassified,1
fife county buildings,Other / unclassified,1
save,Other / unclassified,1
save p 0,Other / unclassified,1
save prosper,Other / unclassified,1
say no to to,Other / unclassified,1
sbc finance cayman islands,Banking & finance,1
assurance companies returns,Banking & finance,1
savells,Other / unclassified,1
saves time money,Other / unclassified,1
savings,Other / unclassified,1
savings certificates,Other / unclassified,1
savoy baur en ville z rich,Other / unclassified,1
savoy group of hotels restaurants,Air travel & hotels,1
savoy london,Other / unclassified,1
sawalf al thahaliyah enterprise golden dunes,Other / unclassified,1
sawary,Other / unclassified,1
sawary trading contracting,Other / unclassified,1
saxon house,Other / unclassified,1
savage heath eurosavage london,Other / unclassified,1
savannah economic development partnership,"Government, trade & development",1
saxon house d c heath,Other / unclassified,1
saxony anhalt,Other / unclassified,1
say accles pollock,Other / unclassified,1
say accless pollock,Other / unclassified,1
say hello to pan am,Air travel & hotels,1
fifty feet of status,Other / unclassified,1
fiiiibreglass,Other / unclassified,1
fiji,Other / unclassified,1
corporacion minera de bolivia,Other / unclassified,1
corporacion venezolana de fomento,Other / unclassified,1
corporate cash managers,Other / unclassified,1
corporate hospitality,Other / unclassified,1
corporate lectures,Other / unclassified,1
corporate merger,Other / unclassified,1
corporate service based on a great personal tradition,Other / unclassified,1
say no to elephant,Other / unclassified,1
scanraff,Other / unclassified,1
sce,Other / unclassified,1
schalumberger,Other / unclassified,1
schamprogetti,Other / unclassified,1
schauman,Other / unclassified,1
scheme civic offices swindon wilts,Other / unclassified,1
schiller,Other / unclassified,1
assurance of prosperity,Banking & finance,1
ast,Other / unclassified,1
astbury department of biophysics,Other / unclassified,1
astir hotel,Air travel & hotels,1
astonishing aston martin,Other / unclassified,1
astonishing story of daily mirror,Other / unclassified,1
astra jet,Other / unclassified,1
scalumberger,Other / unclassified,1
scan international,Other / unclassified,1
scandia shipping agencies,Autos & transport,1
scandinavian,Other / unclassified,1
scandinavian rejessalad,Other / unclassified,1
scandinavian trading,Other / unclassified,1
scaninvestment services geneva,Other / unclassified,1
corporate village malta,Other / unclassified,1
correios e telecomunica es de portugal,Technology & electronics,1
fidelcor,Other / unclassified,1
fidelity american assets,Other / unclassified,1
fidelity brokerage 0186,Other / unclassified,1
fidelity share service,Other / unclassified,1
fidelity world fund,Banking & finance,1
fi cord international,Other / unclassified,1
fi fiat allis,Autos & transport,1
fiat 850,Autos & transport,1
scanner,Other / unclassified,1
schroder funds,Banking & finance,1
schroder group,Other / unclassified,1
schroders chartered,Other / unclassified,1
schiphol airport,Other / unclassified,1
schlesinger american investments,Banking & finance,1
schlesinger insurance institutional holdings,Banking & finance,1
associated spring,Other / unclassified,1
associated with british bank of middle east,Banking & finance,1
associates for investment n v,Banking & finance,1
associates software,Technology & electronics,1
association des banques et banquiers luxembourg,Other / unclassified,1
association montpellier l r technopole,Other / unclassified,1
association of mbas,Other / unclassified,1
schlumbeger oil man s protection,"Energy, industry & materials",1
schlumberger perforating service eaves you rig time,Other / unclassified,1
schmeppshire post,Other / unclassified,1
school fees,"Education, jobs & conferences",1
fib,Other / unclassified,1
fiberite,Other / unclassified,1
fibex management buy out buy in conference,"Education, jobs & conferences",1
fibremakers,Other / unclassified,1
corporaci n de fomento de la producci n,Other / unclassified,1
corporaci n finservica c a finservica,Other / unclassified,1
corporacio metropolitana de barcelona,Other / unclassified,1
corporacion estatal petrolera ecuatoriana,Other / unclassified,1
ferrovie dello stato,Other / unclassified,1
ferruzzi,Other / unclassified,1
ferruzzi finanziaria,Other / unclassified,1
ferunion,Other / unclassified,1
school of oriental african studies university of london,"Education, jobs & conferences",1
schools briefs,Other / unclassified,1
schools council integrated studies,"Government, trade & development",1
scotch post it,Luxury & consumer goods,1
scotia mcleod,Other / unclassified,1
scotiabank inverlat,Other / unclassified,1
scotiamcleod,Other / unclassified,1
scotland also has,Other / unclassified,1
schumpeter prize competition 1998,Other / unclassified,1
associated business programmes,Other / unclassified,1
associated development holdings,"Government, trade & development",1
associated fire alarms,Other / unclassified,1
associated portland cement,"Energy, industry & materials",1
science park administration,Other / unclassified,1
scientific instrument manufacturers association,Other / unclassified,1
scindia steamships london,Other / unclassified,1
schmidt s lesson,Other / unclassified,1
scholarships courses,"Education, jobs & conferences",1
scholarships studentships courses,"Education, jobs & conferences",1
feria de hannover,Other / unclassified,1
scott robertson,Other / unclassified,1
scottish american investment p l c,Banking & finance,1
scottish doctoral programme master s degree in economics,Other / unclassified,1
assi,Other / unclassified,1
assistant information officer,Other / unclassified,1
scitex,Other / unclassified,1
scoa nigeria,Other / unclassified,1
scope books,Media & publishing (incl. The Economist),1
scope data systems,Technology & electronics,1
scope year book,Other / unclassified,1
scor holding switzerland securities,Banking & finance,1
scotch,Luxury & consumer goods,1
scotch boy,Luxury & consumer goods,1
scotch brand,Luxury & consumer goods,1
scotch of scotch,Luxury & consumer goods,1
scotland development international,"Government, trade & development",1
scotland on sunday,Other / unclassified,1
scotland s first malt whisky,Luxury & consumer goods,1
scott paper,"Energy, industry & materials",1
festival,Other / unclassified,1
festival internacional cervantino,Other / unclassified,1
festival of carols,Other / unclassified,1
few,Other / unclassified,1
fgic,Other / unclassified,1
fhl,Other / unclassified,1
fepasa ferrovia,Other / unclassified,1
feral cable division,Other / unclassified,1
ferdinand de lesseps,Other / unclassified,1
ferguson,Other / unclassified,1
ferguson system,Other / unclassified,1
fergusson wild,Other / unclassified,1
scottish wool cloth woolmark,Other / unclassified,1
scottish world fund,Banking & finance,1
scragg,Other / unclassified,1
assistant mathematical statistician,Other / unclassified,1
assistant to chief accountant,Other / unclassified,1
assistant to export credit adviser,Banking & finance,1
assistant to managing directors,Other / unclassified,1
associa o brasileira da ind stria el trica e eletr nica,Other / unclassified,1
associate hotels,Air travel & hotels,1
associated automation,Other / unclassified,1
scottish electricity companies,"Energy, industry & materials",1
scottish finance,Banking & finance,1
scottish life,Other / unclassified,1
scottish television,Other / unclassified,1
askari commercial bank,Banking & finance,1
scotland come grow,Other / unclassified,1
fellowships readerships,Other / unclassified,1
scudder stevens clark,Other / unclassified,1
scunthorpe gave european rivals something to think about,Other / unclassified,1
scuola superiore enrico mattei,Other / unclassified,1
sdi,Other / unclassified,1
sdm madeira development,"Government, trade & development",1
sea goddess cruises,Air travel & hotels,1
sea island coffee,Other / unclassified,1
aslk cger bank,Banking & finance,1
asm group,Other / unclassified,1
asprey garrard kutchinsky moussaieff watch gallery,Luxury & consumer goods,1
aspro nicholas group,Other / unclassified,1
assarain enterprise,Other / unclassified,1
asset,Other / unclassified,1
asset backed securities,Banking & finance,1
scottish union,Other / unclassified,1
seaway containers,Other / unclassified,1
scrap drive,Other / unclassified,1
scredec,Other / unclassified,1
scs,Other / unclassified,1
scs thomson,Other / unclassified,1
scudder new asia fund,Banking & finance,1
ferranti creditphone,Other / unclassified,1
ferranti electronic data processing system,Technology & electronics,1
ferro metal chemical,"Energy, industry & materials",1
ferrominas ep,Other / unclassified,1
feldm hle nobel,Other / unclassified,1
felicia langer,Other / unclassified,1
felix dennis,Other / unclassified,1
felix potin,Other / unclassified,1
fellesbanken,Other / unclassified,1
fellowships international property,Other / unclassified,1
secretary actuary,Other / unclassified,1
secretary international monetary fund,Banking & finance,1
asia pacific petroleum conference 89,"Energy, industry & materials",1
sea land,Other / unclassified,1
sea water,Other / unclassified,1
seabourn,Other / unclassified,1
seagram,Other / unclassified,1
seagram distillers,Other / unclassified,1
seamew,Other / unclassified,1
seaport selangor rubber estate,"Energy, industry & materials",1
searle,Other / unclassified,1
sears holdings,Other / unclassified,1
sears international finance n v,Banking & finance,1
sears roebuck,Other / unclassified,1
seas must live,Other / unclassified,1
seattle first national bank,Banking & finance,1
asian reinsurance underwriters,Banking & finance,1
asian wall street journal,Media & publishing (incl. The Economist),1
section leaders,Other / unclassified,1
sector skills development agency,"Government, trade & development",1
secura,Other / unclassified,1
secure foundations,Other / unclassified,1
secureelectric,Other / unclassified,1
secil,Other / unclassified,1
secker warbung,Other / unclassified,1
second alliance trust,Banking & finance,1
second covent garden property,Other / unclassified,1
second ghost book,Other / unclassified,1
second hand books required,Media & publishing (incl. The Economist),1
second world tax havens conference,"Education, jobs & conferences",1
secondary system,Other / unclassified,1
secret you can taste,Other / unclassified,1
asian book of year,Other / unclassified,1
asian energy,"Energy, industry & materials",1
asian euro american merchant bank,Banking & finance,1
felsted finance,Banking & finance,1
fennel,Other / unclassified,1
fenner j h fenner,Other / unclassified,1
fenner of hull,Other / unclassified,1
fepasa,Other / unclassified,1
correlos e telecokncacoes de portugal,Other / unclassified,1
corriere della sera,Other / unclassified,1
corroon black international,Other / unclassified,1
corrs chambers westgarth solicitors,Other / unclassified,1
corso magenta,Other / unclassified,1
cortina,Other / unclassified,1
asian oceanic china services,Other / unclassified,1
asian oceanic holdings,Other / unclassified,1
segard wool merchants,Other / unclassified,1
securicor cellular services,Other / unclassified,1
securing asian energy investments conference,Banking & finance,1
securities,Banking & finance,1
securities agency,Banking & finance,1
securities exchange of thailand,Banking & finance,1
securities groups,Banking & finance,1
security business centre,Other / unclassified,1
security capital u s realty,Banking & finance,1
security international c a,Other / unclassified,1
security security pacific merchant bank,Banking & finance,1
security service,Other / unclassified,1
sedb offices,Other / unclassified,1
seddon atkinson,Other / unclassified,1
asia satellite telecommunications holdings,Technology & electronics,1
asian art in london,Other / unclassified,1
see sell buy,Other / unclassified,1
coseley,Other / unclassified,1
coseley engineering,"Energy, industry & materials",1
coseley harmonize with history,Other / unclassified,1
federation of malaysia,Other / unclassified,1
federation s international,Other / unclassified,1
fej r,Other / unclassified,1
fcf,Other / unclassified,1
fecsa,Other / unclassified,1
fedders capital n v,Banking & finance,1
federal democratic republic of ethiopia,"Government, trade & development",1
see u s a sheraton way,Air travel & hotels,1
seeboard,Other / unclassified,1
seed,Other / unclassified,1
seen but not read a study in road signs,Other / unclassified,1
sega,Other / unclassified,1
selling manufacturing on continent,Other / unclassified,1
seltzer developments,Other / unclassified,1
semaec,Other / unclassified,1
seiko kinetic,Other / unclassified,1
seiyu,Other / unclassified,1
selenia a new dimension in electronics,Technology & electronics,1
self advertisement,Other / unclassified,1
self drive hire service,Other / unclassified,1
self respect,Other / unclassified,1
self rocker,Other / unclassified,1
selfridge hotel,Air travel & hotels,1
selkirk county,Other / unclassified,1
sedgwig,Other / unclassified,1
sedlabanki islands,Other / unclassified,1
see cis for,Other / unclassified,1
see manager of your local branch,Other / unclassified,1
farnsworth hastings,Other / unclassified,1
send it by telex everywhere,Other / unclassified,1
send this coupon now for free offer,Other / unclassified,1
send to economist intelligence unit,Media & publishing (incl. The Economist),1
send today,Other / unclassified,1
senhor,Other / unclassified,1
senior appointment,"Education, jobs & conferences",1
asia development forum,"Government, trade & development",1
asia equity,Other / unclassified,1
asia magazine,Media & publishing (incl. The Economist),1
asia pacific conference on e commerce,"Education, jobs & conferences",1
asia pacific direct,Other / unclassified,1
asia pacific funds,Banking & finance,1
asia pacific management consulting,Other / unclassified,1
sellafield,Other / unclassified,1
selling in american market,Other / unclassified,1
seoul designing dreams,Other / unclassified,1
september aeronautics,Other / unclassified,1
sequoia marine,Other / unclassified,1
seminar in emerging good practices in bds,"Education, jobs & conferences",1
seminar on emerging good practices in bds,"Education, jobs & conferences",1
seminar press london new york,"Education, jobs & conferences",1
federal industrial development authority,"Energy, industry & materials",1
federal inland revenue service lagos nigeria,Other / unclassified,1
federal national mortgage association,Other / unclassified,1
federal reserve bank of new york,Banking & finance,1
federale,Other / unclassified,1
federated department stores,Other / unclassified,1
federation nationale des industries electroniques,"Energy, industry & materials",1
federation of fairs trade shows in benelux,"Government, trade & development",1
farm to fork conference,"Education, jobs & conferences",1
farmers supply kaduna state,Other / unclassified,1
service estimates,Other / unclassified,1
service international,Other / unclassified,1
service speeds production,Other / unclassified,1
service technology,Technology & electronics,1
services information bureau,Other / unclassified,1
servicio de promocion de inversiones externas,Other / unclassified,1
servicios electricos del gran buenos aires segba argentina,"Energy, industry & materials",1
senior assistant,Other / unclassified,1
senior o m analyst,Other / unclassified,1
senior planning staff,Other / unclassified,1
senior service,Other / unclassified,1
senior services,Other / unclassified,1
sensimatic,Other / unclassified,1
sensitive indicators of election results,Other / unclassified,1
sentinel insurance,Banking & finance,1
sentinel systems,Technology & electronics,1
seychelles kilimanjaro yemen,Other / unclassified,1
serafino ferruzzi,Other / unclassified,1
serboard world airlines,Air travel & hotels,1
serborrd world airlines,Air travel & hotels,1
serck heat transfer,Other / unclassified,1
farrington manufacturing,Other / unclassified,1
fars khuzestan cement,"Energy, industry & materials",1
fasco industries,"Energy, industry & materials",1
fasibind,Other / unclassified,1
faster all along line,Other / unclassified,1
fay richwhite,Other / unclassified,1
faysal islamic bank of bahrain,Banking & finance,1
fcc,Other / unclassified,1
cost of social services,Other / unclassified,1
costain policy to maintain highest possible level of exports,Other / unclassified,1
serspeed ferries,Other / unclassified,1
faisal islamic bank sudan,Banking & finance,1
falcon jet centre,Other / unclassified,1
asea vasteras sweden,Other / unclassified,1
ashland oil,"Energy, industry & materials",1
sgb,Other / unclassified,1
sge,Other / unclassified,1
serving in many ways in aviation,Air travel & hotels,1
servus,Other / unclassified,1
servusb2b,Other / unclassified,1
ses global,Other / unclassified,1
seven new festival trains,Other / unclassified,1
seven up,Other / unclassified,1
sevenoaks kent,Other / unclassified,1
seventh antiquarian book fair,Other / unclassified,1
severnside trading estate bristol,Other / unclassified,1
sewills,Other / unclassified,1
shangri la asia,Other / unclassified,1
shannon free airport development,"Government, trade & development",1
shape of steel to come,"Energy, industry & materials",1
ascom timeplex,Other / unclassified,1
asda,Other / unclassified,1
costan,Other / unclassified,1
cotton from sudan,Other / unclassified,1
cotton textiles export promotion council,"Government, trade & development",1
could this be his c v,Other / unclassified,1
family neighbourhood,Other / unclassified,1
famous group,Other / unclassified,1
fanniemae,Other / unclassified,1
fap famos,Other / unclassified,1
fairmont hotels resorts,Air travel & hotels,1
fairs,Other / unclassified,1
fairs of izmir 88 89,Other / unclassified,1
sgs global trade solutions,"Government, trade & development",1
sgs thomson microelectronics,Other / unclassified,1
shaip,Other / unclassified,1
shakespeare,Other / unclassified,1
shambhala publications,Media & publishing (incl. The Economist),1
falconb,Other / unclassified,1
falconi,Other / unclassified,1
